,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,META,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS,Open,Close,High,Low,PE_ratio,EPS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12 00:00:00-04:00,40.10893933796825,39.929386138916016,40.20299194555899,39.84388228581603,36.551693,11.8,22.4662677362824,22.566158294677734,22.683805706823726,22.43741136708283,34.682926,6.56,29.44658568543151,29.17276382446289,29.500949742724647,29.091962621049706,23.313753,6.98,77.78579358068745,77.24742126464844,78.06495945667926,76.86855709333432,29.045527,19.55,16.47800064086914,16.559499740600586,16.644500732421875,16.43950080871582,45.51429,4.2,0.46679952343292264,0.45699983835220337,0.46679952343292264,0.456521811188194,57.962616,2.14,18.700000762939453,18.613332748413086,18.826000213623047,18.46666717529297,71.21008,3.57
2014-09-15 00:00:00-04:00,39.79259212948627,39.53608703613281,39.93794381978552,39.41638161503792,36.551693,11.8,22.821440129029156,22.559507369995117,22.874715794070973,22.517332918773285,34.682926,6.56,29.040092757754856,29.010168075561523,29.12388491211615,28.779239257412268,23.313753,6.98,76.91840196220325,74.35611724853516,77.01810024704999,73.20956795656879,29.045527,19.55,16.545499801635742,16.194499969482422,16.566499710083008,15.949999809265137,45.51429,4.2,0.4584340090056036,0.45078548789024353,0.45915106409301454,0.448873350488151,57.962616,2.14,18.291332244873047,16.923999786376953,18.293333053588867,16.608667373657227,71.21008,3.57
2014-09-16 00:00:00-04:00,39.6643262929561,39.980682373046875,40.05763420459741,39.57882570751695,36.551693,11.8,22.153285454742633,22.388580322265625,22.47737138152574,21.95128575258716,34.682926,6.56,28.97575187156594,29.366283416748047,29.434614735934975,28.97575187156594,23.313753,6.98,73.29929564337205,75.85161590576172,76.0011671393633,72.85064954905901,29.045527,19.55,16.053499221801758,16.38800048828125,16.474000930786133,16.0049991607666,45.51429,4.2,0.4495904958578368,0.45747804641723633,0.45986821152656854,0.44815638539503116,57.962616,2.14,17.010000228881836,17.382667541503906,17.497333526611328,16.827999114990234,71.21008,3.57
2014-09-17 00:00:00-04:00,39.553171629541524,39.77547836303711,39.92083000585963,39.52752210707594,36.551693,11.8,22.47959833722303,22.548412322998047,22.597247508532178,22.328653988094455,34.682926,6.56,29.402694238565967,29.59122657775879,29.72988318035255,29.283490200670027,23.313753,6.98,75.73198638627045,76.20057678222656,77.01811504543947,75.34315767611388,29.045527,19.55,16.38800048828125,16.200000762939453,16.399999618530273,16.076000213623047,45.51429,4.2,0.45628300873428773,0.45771709084510803,0.46201939416360566,0.4541318428285297,57.962616,2.14,17.493999481201172,17.42533302307129,17.64666748046875,17.299999237060547,71.21008,3.57
2014-09-18 00:00:00-04:00,39.835348244470445,39.91230010986328,40.04055430606457,39.72419482520531,36.551693,11.8,22.626096912932248,22.595020294189453,22.719326769160634,22.543964881369888,34.682926,6.56,29.679009910447895,29.789735794067383,29.804199643254186,29.577759160865547,23.313753,6.98,76.53954693501477,76.76885986328125,77.0978710882535,76.29029739000411,29.045527,19.55,16.27199935913086,16.25,16.354999542236328,16.18549919128418,45.51429,4.2,0.46058515160766333,0.46464842557907104,0.4651264527828234,0.45915104150339775,57.962616,2.14,17.55733299255371,17.58799934387207,17.706666946411133,17.488000869750977,71.21008,3.57
2014-09-19 00:00:00-04:00,40.02345315407995,40.630516052246094,40.673266363366025,39.84389662875278,36.551693,11.8,22.706011467918177,22.410781860351562,22.719329536559137,22.308672715823413,34.682926,6.56,29.900462485607296,30.195232391357422,30.195232391357422,29.814175976505112,23.313753,6.98,77.16765341880536,77.6761245727539,78.0649532179817,76.21053616851451,29.045527,19.55,16.3799991607666,16.56599998474121,16.63800048828125,16.278499603271484,45.51429,4.2,0.4660824926673486,0.4560437798500061,0.46656051982698254,0.45532672486405223,57.962616,2.14,17.19933319091797,17.288000106811523,17.428667068481445,17.01799964904785,71.21008,3.57
2014-09-22 00:00:00-04:00,40.44240062252359,40.23719787597656,40.51080371246517,40.16879478603499,36.551693,11.8,22.597239827009954,22.43297576904297,22.672711129144524,22.32642784914138,34.682926,6.56,30.050589278329443,29.789735794067383,30.115429256813677,29.58274787601522,23.313753,6.98,76.76885458752098,76.5694580078125,77.29726236959117,75.72200352782164,29.045527,19.55,16.42449951171875,16.225000381469727,16.47450065612793,16.05299949645996,45.51429,4.2,0.4653655534063331,0.45150259137153625,0.4653655534063331,0.4510245356000157,57.962616,2.14,17.0,16.66866683959961,17.06800079345703,16.31399917602539,71.21008,3.57
2014-09-23 00:00:00-04:00,40.05763777796563,39.80968475341797,40.16879115826265,39.73273291500289,36.551693,11.8,22.330864282648893,22.7836971282959,22.850290841365464,22.31754621745437,34.682926,6.56,29.67651682740408,29.48598861694336,29.758813507171883,29.439103825182176,23.313753,6.98,76.10087704934102,78.05499267578125,78.39396842432517,75.81174664861616,29.045527,19.55,16.12299919128418,16.181499481201172,16.3799991607666,16.0625,45.51429,4.2,0.4491123590324478,0.44959041476249695,0.45460974349091865,0.4474392494563072,57.962616,2.14,16.347999572753906,16.694000244140625,16.920000076293945,16.333332061767578,71.21008,3.57
2014-09-24 00:00:00-04:00,39.86953615383266,40.254295349121094,40.27994487492746,39.621579865575825,36.551693,11.8,22.67715481105112,22.586143493652344,22.830317679198266,22.464055554104938,34.682926,6.56,29.505440787157948,29.84709358215332,29.93138612746585,29.442096279763643,23.313753,6.98,77.86555573583027,78.30423736572266,78.38399904506534,77.27733046528586,29.045527,19.55,16.208499908447266,16.410499572753906,16.472000122070312,15.977999687194824,45.51429,4.2,0.44935141336169926,0.4522196054458618,0.4536537157344492,0.4488733860965075,57.962616,2.14,16.7413330078125,16.80933380126953,16.856000900268555,16.46933364868164,71.21008,3.57
2014-09-25 00:00:00-04:00,40.08329410720607,39.36507797241211,40.26284732549485,39.35652595536664,36.551693,11.8,22.31089127477492,21.724872589111328,22.355285962593854,21.69157572647274,34.682926,6.56,29.775769832314687,29.19021987915039,29.829635397432735,29.16478161820488,23.313753,6.98,78.36405201685547,76.98819732666016,78.7030353386814,76.89846353898865,29.045527,19.55,16.399499893188477,16.096500396728516,16.427000045776367,16.06999969482422,45.51429,4.2,0.45174151538064683,0.4424198567867279,0.45293659762399474,0.4414638023892528,57.962616,2.14,16.834667205810547,16.463333129882812,16.997333526611328,16.406667709350586,71.21008,3.57
2014-09-26 00:00:00-04:00,39.271029647251474,39.68143844604492,39.8609916839597,39.12567469634008,36.551693,11.8,21.871379277476507,22.364168167114258,22.364168167114258,21.842522895970774,34.682926,6.56,29.2241355145469,29.3223934173584,29.405687077085403,29.177751117578456,23.313753,6.98,77.3570872721119,78.5534896850586,78.60333503154011,77.09787321482555,29.045527,19.55,16.030000686645508,16.160499572753906,16.174999237060547,15.881999969482422,45.51429,4.2,0.44385397229582224,0.44337594509124756,0.446722164016279,0.4419418349845149,57.962616,2.14,16.549999237060547,16.440000534057617,16.648666381835938,16.404666900634766,71.21008,3.57
2014-09-29 00:00:00-04:00,39.313769110360724,39.70707702636719,39.80968164399885,39.125663906340975,36.551693,11.8,21.898011474798267,22.222097396850586,22.29535014668703,21.893570990448353,34.682926,6.56,29.019640384646994,29.317901611328125,29.392717114801897,29.0066739115232,23.313753,6.98,77.88549233300175,78.76284790039062,78.96224447273165,77.67612365009616,29.045527,19.55,16.024999618530273,16.090999603271484,16.1875,15.949999809265137,45.51429,4.2,0.4397907686401625,0.4426589608192444,0.44576618088533865,0.435488466125033,57.962616,2.14,16.266666412353516,16.35066795349121,16.576000213623047,16.091999053955078,71.21008,3.57
2014-09-30 00:00:00-04:00,39.6472320743929,39.6386833190918,39.7412846908991,39.33942469733219,36.551693,11.8,22.37748623649398,22.364168167114258,22.539530085992947,22.31533298798994,34.682926,6.56,29.301943912687932,29.347829818725586,29.477009384609673,29.152813291087508,23.313753,6.98,79.11180136619183,78.802734375,79.47072130728205,78.36405275666924,29.045527,19.55,16.06800079345703,16.121999740600586,16.171499252319336,15.92549991607666,45.51429,4.2,0.44074683054940234,0.44098585844039917,0.44409307855829055,0.4357274727825768,57.962616,2.14,16.461332321166992,16.178667068481445,16.510000228881836,16.007999420166016,71.21008,3.57
2014-10-01 00:00:00-04:00,39.56172503841244,39.24536895751953,39.784028518100854,39.20261540305329,36.551693,11.8,22.32864187412063,22.015655517578125,22.350840905355565,21.909105925714695,34.682926,6.56,29.267528021389705,28.909914016723633,29.363291563491636,28.829611305566633,23.313753,6.98,78.54351498787427,76.3202133178711,78.5833958276424,75.67216298300072,29.045527,19.55,16.101999282836914,15.873000144958496,16.10849952697754,15.77750015258789,45.51429,4.2,0.44170295339937166,0.4366835951805115,0.4448101453040777,0.43548851260392724,57.962616,2.14,16.14666748046875,16.016000747680664,16.17733383178711,15.710000038146973,71.21008,3.57
2014-10-02 00:00:00-04:00,39.18552190206685,39.125667572021484,39.416374159270866,39.02306620641541,36.551693,11.8,22.035644810433514,22.175491333007812,22.24652386905138,21.762614188020425,34.682926,6.56,28.828616106794954,28.972261428833008,29.08996999718192,28.63160370698205,23.313753,6.98,76.34015395738258,76.84862518310547,77.24742599530984,75.4129453017669,29.045527,19.55,15.845999717712402,15.920499801635742,15.92650032043457,15.565500259399414,45.51429,4.2,0.4359665010414377,0.43477141857147217,0.4381176380901703,0.4247327030293505,57.962616,2.14,16.68000030517578,16.761333465576172,16.8526668548584,16.357332229614258,71.21008,3.57
2014-10-03 00:00:00-04:00,39.31378427577154,39.4078369140625,39.58739017172367,38.997428070134305,36.551693,11.8,22.073374946765092,22.113330841064453,22.24429634854372,21.98458388237221,34.682926,6.56,29.132862498750413,29.240097045898438,29.341844386751774,29.102935914905355,23.313753,6.98,77.52658153660099,77.2075424194336,77.82567643029334,77.02808244062115,29.045527,19.55,16.01799964904785,16.136999130249023,16.257999420166016,15.976499557495117,45.51429,4.2,0.4374005854243381,0.43572744727134705,0.4433759974192719,0.43572744727134705,57.962616,2.14,16.87066650390625,17.013999938964844,17.100000381469727,16.735332489013672,71.21008,3.57
2014-10-06 00:00:00-04:00,39.433486447545654,39.4078369140625,39.58739017172367,39.26248194716568,36.551693,11.8,22.18658190265604,22.113330841064453,22.341966688730757,22.068934462093665,34.682926,6.56,29.424637772590504,29.31640625,29.546836555571915,29.197700709094285,23.313753,6.98,76.95829448447653,77.32717895507812,77.65619019087904,76.61931113672908,29.045527,19.55,16.174999237060547,16.110000610351562,16.206499099731445,15.979999542236328,45.51429,4.2,0.43740049846293383,0.4330981969833374,0.44098574494709647,0.4302299770016023,57.962616,2.14,17.275333404541016,17.374666213989258,17.499332427978516,17.18666648864746,71.21008,3.57
2014-10-07 00:00:00-04:00,39.21117396399443,38.92901611328125,39.27102503627199,38.83496349637686,36.551693,11.8,22.07115610296001,21.920211791992188,22.22432065640423,21.915773000588192,34.682926,6.56,29.172763213215152,28.634096145629883,29.220144590403567,28.634096145629883,23.313753,6.98,76.81871009975173,76.06098937988281,77.71600234488166,76.01113643004572,29.045527,19.55,15.971500396728516,15.848999977111816,16.100000381469727,15.833499908447266,45.51429,4.2,0.4311861415507983,0.4285569489002228,0.4354884438458258,0.4280789216436668,57.962616,2.14,17.235332489013672,17.30466651916504,17.430667877197266,17.048667907714844,71.21008,3.57
2014-10-08 00:00:00-04:00,38.88626343626972,39.99778747558594,40.091840086741065,38.766561299031785,36.551693,11.8,21.922430316690534,22.375263214111328,22.444075483548517,21.822539735665387,34.682926,6.56,28.668513317606237,29.11490821838379,29.162291501958283,28.311896268529058,23.313753,6.98,75.9513186237339,77.28729248046875,77.47672456118184,74.87455880677342,29.045527,19.55,15.829000473022461,16.135000228881836,16.20549964904785,15.706999778747559,45.51429,4.2,0.42807891457094016,0.436444491147995,0.438595656506473,0.4247326668443115,57.962616,2.14,17.34000015258789,17.28533363342285,17.525333404541016,16.842666625976562,71.21008,3.57
2014-10-09 00:00:00-04:00,39.75838513750632,39.20262145996094,40.01489019574313,39.10857210586384,36.551693,11.8,22.539527870279738,22.42409896850586,22.725987597462225,22.333089347442648,34.682926,6.56,29.008668291828805,28.470003128051758,29.054554195983695,28.381222265603054,23.313753,6.98,77.04801919287202,75.68213653564453,77.52658167270957,75.62231147160698,29.045527,19.55,16.074499130249023,15.768500328063965,16.113500595092773,15.72599983215332,45.51429,4.2,0.4345323890666939,0.42807894945144653,0.4350104448473158,0.4244937020548632,57.962616,2.14,17.483333587646484,17.134000778198242,17.702667236328125,16.959999084472656,71.21008,3.57
2014-10-10 00:00:00-04:00,38.98887180445696,37.64649200439453,39.433482152361094,37.57809216867654,36.551693,11.8,22.350842862889195,22.359722137451172,22.648290939747362,22.26427205284549,34.682926,6.56,28.30341693821221,27.690933227539062,28.690457144343256,27.681954681687646,23.313753,6.98,75.36308697763117,72.6911392211914,76.2703589509086,72.5415879764598,29.045527,19.55,15.701000213623047,15.569499969482422,15.888500213623047,15.569000244140625,45.51429,4.2,0.42473276371280566,0.40274322032928467,0.4261668742788675,0.4025042208969528,57.962616,2.14,16.30933380126953,15.793999671936035,16.392667770385742,15.680000305175781,71.21008,3.57
2014-10-13 00:00:00-04:00,37.46694212604325,37.321590423583984,38.09965778677762,37.18478747824135,36.551693,11.8,22.492900234585637,22.155494689941406,22.592789075795324,22.155494689941406,34.682926,6.56,27.68794037883872,27.17022132873535,27.974730620800425,27.15426200629385,23.313753,6.98,73.01018195768813,72.7708969116211,74.5555246127846,72.30230653785564,29.045527,19.55,15.493499755859375,15.322500228881836,15.65999984741211,15.173500061035156,45.51429,4.2,0.4053722271738599,0.40130895376205444,0.4134988024904753,0.40083092662413694,57.962616,2.14,15.904666900634766,14.97266674041748,15.93066692352295,14.733332633972168,71.21008,3.57
2014-10-14 00:00:00-04:00,37.509678626870055,37.389976501464844,37.945740097004226,37.24462485251232,36.551693,11.8,22.28425365487656,21.920211791992188,22.313110032874526,21.880255895161035,34.682926,6.56,27.439056608868505,27.366735458374023,27.862507590269985,27.157753570814823,23.313753,6.98,73.77786776710761,73.36909484863281,73.95732774971975,71.8337242942201,29.045527,19.55,15.399999618530273,15.415499687194824,15.612000465393066,15.287500381469727,45.51429,4.2,0.406806428028091,0.4106307029724121,0.4218644714434653,0.4044162633111431,57.962616,2.14,15.216667175292969,15.137332916259766,15.498000144958496,14.866666793823242,71.21008,3.57
2014-10-15 00:00:00-04:00,36.76581325248035,36.95391845703125,37.099270106629085,35.996294926261484,36.551693,11.8,21.747065225163613,21.651615142822266,22.00899789110858,21.12774981093233,34.682926,6.56,27.03705136635029,26.96971893310547,27.1288231763797,26.355737859661623,23.313753,6.98,71.47480051877747,72.990234375,73.57846724472908,70.10891030134917,29.045527,19.55,15.217499732971191,15.298500061035156,15.395000457763672,14.954999923706055,45.51429,4.2,0.4046553773408317,0.4168452322483063,0.4189963981988707,0.4020262125030561,57.962616,2.14,14.666666984558105,15.313332557678223,15.399333000183105,14.48799991607666,71.21008,3.57
2014-10-16 00:00:00-04:00,36.363957779146126,36.543514251708984,36.83422084819325,36.09890397110725,36.551693,11.8,21.209881737808484,21.36748504638672,21.691570937856547,21.178805124485926,34.682926,6.56,26.284914642913737,26.77968978881836,26.982685977456786,26.182666909462036,23.313753,6.98,70.57750655866788,72.41197967529297,73.12981962753511,70.36813784034608,29.045527,19.55,14.691499710083008,15.142999649047852,15.340999603271484,14.691499710083008,45.51429,4.2,0.40943566504360474,0.4170841872692108,0.4218645172218413,0.40847958195727024,57.962616,2.14,14.64799976348877,15.09000015258789,15.32800006866455,14.606666564941406,71.21008,3.57
2014-10-17 00:00:00-04:00,36.936819282318936,37.30447769165039,37.56953147862996,36.586261643379466,36.551693,11.8,21.642731966562206,21.68046760559082,21.975697073740086,21.489567475324986,34.682926,6.56,26.95575170255926,26.083911895751953,27.10538271462654,25.856474431730557,23.313753,6.98,74.00717729344264,75.72200775146484,75.77186070241865,73.5286148263602,29.045527,19.55,15.357500076293945,15.182000160217285,15.460000038146973,15.13599967956543,45.51429,4.2,0.4221035868003338,0.41636717319488525,0.42688391722503244,0.4146940632448441,57.962616,2.14,15.558667182922363,15.165332794189453,15.65133285522461,15.103333473205566,71.21008,3.57
2014-10-20 00:00:00-04:00,36.817119720921866,37.689239501953125,37.74053855507111,36.60336496856044,36.551693,11.8,21.824752601379824,22.144399642944336,22.18879431269581,21.802555266504086,34.682926,6.56,25.95822234512387,26.55324935913086,26.592154488607978,25.892885776938996,23.313753,6.98,75.37306333401065,76.71900939941406,76.8585885406267,75.15372251025002,29.045527,19.55,15.147500038146973,15.310500144958496,15.326499938964844,15.10099983215332,45.51429,4.2,0.4163671450023608,0.419952392578125,0.42377666805614617,0.41349895264035236,57.962616,2.14,15.114666938781738,15.364666938781738,15.493332862854004,15.034000396728516,71.21008,3.57
2014-10-21 00:00:00-04:00,37.92864637661321,38.37325668334961,38.45875728549015,37.783291439007606,36.551693,11.8,22.868050279978437,22.74596405029297,22.868050279978437,22.479590861477227,34.682926,6.56,26.797146245812495,26.835052490234375,26.871959850034386,26.44451904528178,23.313753,6.98,77.32717595238843,78.45378875732422,78.50363410213588,76.9184106563662,29.045527,19.55,15.494999885559082,15.766500473022461,15.781999588012695,15.353500366210938,45.51429,4.2,0.4230594779153365,0.4378785192966461,0.43835654645568706,0.42186439577123125,57.962616,2.14,15.618000030517578,15.689332962036133,15.692667007446289,15.386667251586914,71.21008,3.57
2014-10-22 00:00:00-04:00,38.47585441953469,37.945743560791016,38.53570548770065,37.817489408070465,36.551693,11.8,22.828096112040864,22.861392974853516,23.110007631166024,22.774822147669894,34.682926,6.56,26.985678088058698,27.067476272583008,27.469979201874914,26.944778995796543,23.313753,6.98,78.58338883291201,78.1347427368164,79.61029564443571,77.77582281734323,29.045527,19.55,15.771499633789062,15.648500442504883,15.949000358581543,15.631999969482422,45.51429,4.2,0.43716154941200114,0.4276008903980255,0.43859565966130204,0.4276008903980255,57.962616,2.14,15.545999526977539,15.40666675567627,15.826000213623047,15.370667457580566,71.21008,3.57
2014-10-23 00:00:00-04:00,38.150937801368066,38.49294662475586,38.86060496832448,38.073985979187704,36.551693,11.8,23.103346193196305,23.26982879638672,23.318663964290355,23.003455615152884,34.682926,6.56,27.34628622193422,27.614124298095703,27.801161167920515,27.207629616655158,23.313753,6.98,79.14171356657653,79.79973602294922,80.38796130380432,78.77282910451233,29.045527,19.55,15.670000076293945,15.659000396728516,15.84000015258789,15.569999694824219,45.51429,4.2,0.4350103982144987,0.43716153502464294,0.440268754800526,0.4319031784386156,57.962616,2.14,15.644000053405762,15.685999870300293,15.751999855041504,15.466667175292969,71.21008,3.57
2014-10-24 00:00:00-04:00,40.04053426286661,39.442020416259766,40.10038532136348,38.62975185741034,36.551693,11.8,23.347518354143112,23.35639762878418,23.416330615675793,23.203233104935595,34.682926,6.56,27.68046059023887,27.37721061706543,27.68145757228188,27.190672232598544,23.313753,6.98,79.95924324092248,80.4278335571289,80.5773847909276,79.08188766592413,29.045527,19.55,14.220000267028809,14.352999687194824,14.690500259399414,14.199999809265137,45.51429,4.2,0.43979079439035296,0.4417029321193695,0.44433209656537936,0.4371616014513283,57.962616,2.14,15.751333236694336,15.682666778564453,15.853333473205566,15.41333293914795,71.21008,3.57
2014-10-27 00:00:00-04:00,39.08292845353336,39.25393295288086,39.41638543335923,39.08292845353336,36.551693,11.8,23.274265313924726,23.331979751586914,23.414111770815857,23.240968457829293,34.682926,6.56,27.32035116145967,27.426088333129883,27.631580784439308,27.292420444215654,23.313753,6.98,80.49762732375105,80.03900909423828,80.55745238429071,79.52057341067797,29.045527,19.55,14.28499984741211,14.498499870300293,14.520999908447266,14.25100040435791,45.51429,4.2,0.4414638301091983,0.44194185733795166,0.44361496688509333,0.436683500835645,57.962616,2.14,15.616666793823242,14.777999877929688,15.640666961669922,14.687333106994629,71.21008,3.57
2014-10-28 00:00:00-04:00,39.21115801617462,39.749820709228516,39.7583694610889,39.1342062028812,36.551693,11.8,23.396355680233068,23.693803787231445,23.693803787231445,23.385256162518775,34.682926,6.56,27.5173628815246,27.87796974182129,27.89093621548204,27.453519884652046,23.313753,6.98,79.9393092475219,80.52753448486328,80.91637074808749,79.33113978822442,29.045527,19.55,14.48799991607666,14.779500007629395,14.899999618530273,14.48799991607666,45.51429,4.2,0.440746795705713,0.45245862007141113,0.45293664732260036,0.4402687684545238,57.962616,2.14,15.30666732788086,16.184667587280273,16.30666732788086,15.216667175292969,71.21008,3.57
2014-10-29 00:00:00-04:00,39.707081121564016,39.860984802246094,39.929387887721965,39.62158052635781,36.551693,11.8,23.673827279279777,23.826990127563477,23.8336508544877,23.609453800734993,34.682926,6.56,27.97323341336963,27.853530883789062,28.178725863457363,27.730335111936345,23.313753,6.98,75.22351314779056,75.63228607177734,76.64922091596353,74.55552616158529,29.045527,19.55,14.955499649047852,14.706000328063965,14.980500221252441,14.653499603271484,45.51429,4.2,0.45054646923657427,0.44959041476249695,0.4531756617798026,0.44552711201514206,57.962616,2.14,16.075332641601562,15.873332977294922,16.100000381469727,15.709333419799805,71.21008,3.57
